mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	1	1	.d.i{	d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	1.25	0.0
1	1	1/2	1/2	4/2	1	1	viio6/VII	d	i		viio6/VII	vii	o	6		VII			o	1	1	2, -1, 5		5	2	0	1	0.0	0.0	0.5	0.0
1	1	1	1	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	1.5	0.0
1	1	3/2	3/2	4/2	1	1	ii	d	i		ii	ii							m	1	1	4, 1, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
2	2	0	0	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	4	0.2	0.25	3.25	0.07142857142857142
2	2	1	1	4/2	1	1	#viio6(2)	d	i		#viio6(2)	#vii	o	6	2				o	1	1	4, 1, 2		7	4	2	2	0.5	0.5	2.0	0.2
2	2	3/2	3/2	4/2	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	1	2	0.3333333333333333	0.25	0.75	0.25
3	3	0	0	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2	2	3	6	0.3333333333333333	0.5	3.5	0.125
3	3	1	1	4/2	1	1	IV/IV	d	i		IV/IV	IV				IV			M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	3.5	0.0
4	4	0	0	4/2	1	1	V(64)/IV	d	i		V(64)/IV	V			64	IV			M	1	1	2, 1, 5		2	2	0	4	0.0	0.0	2.75	0.0
4	4	1/2	1/2	4/2	1	1	V/IV	d	i		V/IV	V				IV			M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.25	1.0	0.2
4	4	1	1	4/2	1	1	IV}{	d	i		IV	IV						}{	M	1	1	1, 5, 2		1	1	4	6	0.4	0.75	3.25	0.1875
5	5	0	0	4/2	1	1	V(64)	d	i		V(64)	V			64				M	1	1	3, 2, -1		3	3	1	3	0.25	0.25	1.75	0.125
5	5	1/2	1/2	4/2	1	1	V	d	i		V	V							M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	1.0	0.0
5	5	1	1	4/2	1	1	I}{	d	i		I	I						}{	M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	2.0	0.0
5	5	3/2	3/2	4/2	1	1	V(64)/IV	d	i		V(64)/IV	V			64	IV			M	1	1	2, 1, 5		2	2	1	2	0.3333333333333333	0.25	0.75	0.25
6	6	0	0	4/2	1	1	V(4)/IV	d	i		V(4)/IV	V			4	IV			M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	3.0	0.0
6	6	1/2	1/2	4/2	1	1	V/IV	d	i		V/IV	V				IV			M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
6	6	1	1	4/2	1	1	IV}{	d	i		IV	IV						}{	M	1	1	1, 5, 2		1	1	1	5	0.16666666666666666	0.25	2.25	0.1
7	7	0	0	4/2	1	1	viio6(2)/IV	d	i		viio6(2)/IV	vii	o	6	2	IV			o	1	1	3, 0, 1		6	3	0	3	0.0	0.0	2.5	0.0
7	7	1/2	1/2	4/2	1	1	viio6/IV	d	i		viio6/IV	vii	o	6		IV			o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	0.5	0.0
7	7	1	1	4/2	1	1	IV}{	d	i		IV	IV						}{	M	1	1	1, 5, 2		1	1	5	5	0.5	1.0	2.0	0.3333333333333333
8	8	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	2.25	0.0
8	8	1/2	1/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	2	0.0	0.0	1.0	0.0
8	8	1	1	4/2	1	1	VII6(4)	d	i		VII6(4)	VII		6	4				M	1	1	-1, 1, 0		0	-1	0	2	0.0	0.0	1.75	0.0
8	8	5/4	5/4	4/2	1	1	VII6	d	i		VII6	VII		6					M	1	1	4, 1, 0		0	4	2	3	0.4	0.25	0.75	0.25
9	9	0	0	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	3.25	0.0
9	9	1/2	1/2	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.375	2.625	0.125
9	9	3/2	3/2	4/2	1	1	V6	d	i		V6	V		6					M	1	1	7, 4, 3		3	7	1	2	0.3333333333333333	0.25	1.0	0.2
10	10	0	0	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2	2	2	3	0.4	0.25	1.75	0.125
10	10	1/2	1/2	4/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	2	2	0.5	0.5	0.5	0.5
10	10	1	1	4/2	1	1	V	d	i		V	V							M	1	1	3, 7, 4		3	3	0	5	0.0	0.0	2.5	0.0
10	10	3/2	3/2	4/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	1.0	0.0
11	11	0	0	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	2.25	0.0
11	11	1/2	1/2	4/2	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	0	2	0.0	0.0	0.75	0.0
11	11	1	1	4/2	1	1	VI	d	i		VI	VI							M	1	1	-2, 2, -1		-2	-2	3	3	0.5	0.5	1.5	0.25
11	11	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	1.5	0.0
12	12	0	0	4/2	1	1	ii%65	d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4	1	0	4	0.0	0.0	2.5	0.0
12	12	1/2	1/2	4/2	1	1	V	d	i		V	V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	1.5	0.0
12	12	1	1	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2	2	3	5	0.375	0.5	3.5	0.125
13	13	0	0	4/2	1	1	V6	d	i		V6	V		6					M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	1.75	0.0
13	13	1/4	1/4	4/2	1	1	V6(4)	d	i		V6(4)	V		6	4				M	1	1	2, 4, 3		3	2	0	1	0.0	0.0	0.5	0.0
13	13	1/2	1/2	4/2	1	1	#viio(2)	d	i		#viio(2)	#vii	o		2				o	1	1	2, 4, 1		7	2	0	1	0.0	0.0	0.5	0.0
13	13	3/4	3/4	4/2	1	1	#viio	d	i		#viio	#vii	o						o	1	1	7, 4, 1		7	7	0	1	0.0	0.0	0.25	0.0
13	13	1	1	4/2	1	1	i}{	d	i		i	i						}{	m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	2.75	0.0
13	13	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.5	0.0
14	14	0	0	4/2	1	1	III	d	i		III	III							M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.25	1.75	0.125
14	14	1/2	1/2	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	1.5	0.0
14	14	1	1	4/2	1	1	IV(2)	d	i		IV(2)	IV			2				M	1	1	3, 5, 2		1	3	0	2	0.0	0.0	1.5	0.0
14	14	3/2	3/2	4/2	1	1	ii6	d	i		ii6	ii		6					m	1	1	1, 5, 4		4	1	0	2	0.0	0.0	1.0	0.0
15	15	0	0	4/2	1	1	III6	d	i		III6	III		6					M	1	1	3, 0, -1		-1	3	0	4	0.0	0.0	2.0	0.0
15	15	1/2	1/2	4/2	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.25	1.0	0.2
15	15	1	1	4/2	1	1	V/v	d	i		V/v	V				v			M	1	1	4, 8, 5		4	4	2	3	0.4	0.25	2.5	0.09090909090909091
16	16	0	0	4/2	1	1	VI/v}{	d	i		VI/v	VI				v		}{	M	1	1	-1, 3, 0		-1	-1	0	5	0.0	0.0	6.5	0.0
16	16	1	1	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.5	0.0
16	16	3/2	3/2	4/2	1	1	V6	d	i		V6	V		6					M	1	1	7, 4, 3		3	7	0	2	0.0	0.0	1.0	0.0
17	17	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	1	5	0.16666666666666666	0.25	4.25	0.05555555555555555
17	17	1	1	4/2	1	1	v	d	i		v	v							m	1	1	3, 0, 4		3	3	2	3	0.4	0.5	1.0	0.3333333333333333
17	17	3/2	3/2	4/2	1	1	i6	d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	3	3	0.5	0.75	0.75	0.5
18	18	0	0	4/2	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2	2	3	5	0.375	0.375	3.625	0.09375
18	18	1/2	1/2	4/2	1	1	V(6)	d	i		V(6)	V			6				M	1	1	3, 7, -1		3	3	0	2	0.0	0.0	0.5	0.0
18	18	3/4	3/4	4/2	1	1	IV7(9)	d	i		IV7(9)	IV		7	9				Mm7	1	1	1, 5, 2, -1	3	1	1	0	2	0.0	0.0	0.75	0.0
18	18	1	1	4/2	1	1	V(4)	d	i		V(4)	V			4				M	1	1	3, 2, 4		3	3	0	2	0.0	0.0	2.0	0.0
18	18	5/4	5/4	4/2	1	1	V	d	i		V	V							M	1	1	3, 7, 4		3	3	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
19	19	0	0	4/2	1	1	I}	d	i		I	I						}	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	8.0	0.0
